ref;lat;lon;addr:full;addr:state;addr:ISO3166-2-lvl4;addr:district;addr:municipality;addr:city;addr:road;addr:postcode;fuel:lpg;fuel:diesel;fuel:octane_92;fuel:octane_95;fuel:octane_98;fuel:adblue;toilets;internet_access:wifi;generator;amenity:charging_station;service:coffee;shop;parking;compressed_air;payment:terminal;invincibility_point;amenity:fast_food;name;name:en;name:uk;brand;brand:uk;brand:en;operator;contact:phone;contact:email;contact:website;opening_hours;amenity;brand:wikidata;brand:wikipedia;contact:facebook;contact:instagram;contact:twitter;contact:tiktok;contact:youtube;contact:linkedin
14002;46.966471;32.053868;"Миколаїв; вул.Троїцька;82";Миколаївська область;UA-48;Центральний;Миколаївська міська громада;м. Миколаїв;вулиця Троїцька 82;54000;;;yes;yes;yes;;;;yes;;yes;;;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
2120;50.492924;30.589676;"Київ; б-р Перова; 27-Б";Київська область;UA-30;Оболонський;Київська міська рада;м. Київ; бул. Перова 27б;02218;;;yes;yes;yes;;yes;;yes;;yes;yes;yes;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
2122;50.506204;30.474926;"Київ; вул. Лугова; 9";Київська область;UA-30;Оболонський;Київська міська рада;м. Київ;вулиця Лугова 9;04120;;;yes;yes;yes;;yes;yes;yes;;yes;yes;yes;yes;yes;yes;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
13/056;49.282253;23.876479;"Львівська обл.; Стрийський р-н.; с. Добряни; с/рада Добрянська; АЗС; автодорога Київ-Чоп км 604+200 (праворуч)";Львівська область;UA-46;Стрийський;Стрийська міська громада;с. Добряни;  ;82427;;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;;yes;yes;yes;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
10/007;48.644217;33.044447;"Кіровоградська обл.; м. Олександрія; вул. Лугова; буд. 90";Кіровоградська область;UA-35;Олександрійський;Олександрійська міська громада;м. Олександрія;вулиця Лугова 90;28024;;yes;yes;yes;yes;;yes;;;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
13/062;49.510189;23.176776;"Львівська область; Самбірський район; с. Стрілковичі; вул. Нова; буд. 14а";Львівська область;UA-46;Самбірський;Самбірська міська громада;с. Стрілковичі;вулиця Нова буд. 14а;81400;;yes;yes;yes;yes;yes;yes;yes;yes;;yes;yes;;yes;;yes;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/028;50.158226;25.315939;"Рівненська обл.; Радивилівський р-н.; с. Крупець; вул. Довга; буд. 2-А";Рівненська область;UA-56;Дубенський;Крупецька сільська громада;с. Крупець;вулиця Довга 2А;35541;;yes;yes;yes;yes;yes;yes;;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
09/016;50.260579;30.317745;"Київська область; Васильківський район/м.Васильків р-н; смт.Глеваха Вокзальна; буд. 13-А";Київська область;UA-32;Фастівський;Глевахівська селищна громада;с-ще Глеваха; Вокзальна ;08630;yes;yes;yes;yes;yes;yes;yes;;yes;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
14/005;46.959255;31.992029;"Миколаївська обл.; м. Миколаїв; вул. Погранична; буд. 29-А";Миколаївська область;UA-48;Миколаївський;Миколаївська міська громада;м. Миколаїв;вулиця Погранична 29А;54000;;yes;yes;yes;yes;yes;yes;;yes;;yes;;;yes;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
15003;48.667895;33.080499;"Кіровоградська обл.; м.Олександрія; вул.Героїв Сталінграду; 3-А";Кіровоградська область;UA-35;Олександрійський;Олександрійська міська громада;м. Олександрія;вулиця Героїв Сталінграду 3а;28008;;;yes;yes;yes;;yes;;yes;;yes;yes;;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
23/017;49.224393;30.835226;"Черкаська обл.; Лисянський район; с. Орли; вул. Шевченка; буд. 1-А";Черкаська область;UA-71;Звенигородський;Лисянська селищна громада;с. Орли;вулиця Шевченка 1-А;19325;yes;yes;yes;yes;yes;yes;yes;yes;yes;;;yes;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/140;47.833972;35.127118;"Запорізька обл.; м. Запоріжжя; вул.  Перемоги; буд. 70-А";Запорізька область;UA-23;Вознесенівський;Запорізька міська громада;м. Запоріжжя;вулиця Перемоги 70-А;69005;;yes;yes;yes;yes;;yes;;;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
06/016;48.869552;22.448776;"Закарпатська обл.; Великоберезнянський р-н; с. Малий Березний; вул. Центральна; буд. 158";Закарпатська область;UA-21;Ужгородський;Дубриницько-Малоберезнянська сільська громада;с. Малий Березний;вулиця Центральна ;89040;yes;yes;yes;yes;yes;yes;yes;;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/117;47.622829;35.036945;"Запорізька обл.; Запорізький р-н.; с. Біленьке; вул. Запорізька; 8";Запорізька область;UA-23;Запорізький;Біленьківська сільська громада;с. Біленьке;вулиця Запорізька 8;70441;;yes;yes;yes;yes;;yes;;yes;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
08/001;48.153726;24.767332;"Івано-Франківська обл.; Верховинський р-н; с. Ільці; присілок Флесівка; 8";Івано-Франківська область;UA-26;Верховинський;Верховинська селищна громада;с. Ільці; присілок Флесівка 8;78800;;yes;yes;yes;yes;;yes;;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
23/015;49.071579;31.002001;"Черкаська обл.; Звенигородський район; м. Звенигородка; пр-т Шевченка; буд. 135";Черкаська область;UA-71;Звенигородський;Звенигородська міська громада;м. Звенигородка;проспект Шевченка 135;20200;;yes;yes;yes;yes;yes;yes;;yes;;;yes;;yes;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
23/006;49.440529;32.051161;"Черкаська обл.; м. Черкаси; вул. Надпільна; буд. 222/2";Черкаська область;UA-71;Соснівський;Черкаська міська громада;м. Черкаси;вулиця Надпільна 222/2;18001;yes;yes;yes;yes;yes;yes;yes;;yes;;yes;yes;;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/029;51.814948;26.113111;"Рівненська обл.; Зарічненський район; смт Зарічне; вул. Аерофлотська; буд. 6";Рівненська область;UA-56;Вараський;Зарічненська селищна громада;с-ще Зарічне;вулиця Аерофлотська 6;34000;;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
25/012;50.561918;32.398966;"Чернігівська обл.; м. Прилуки; вул. Пирятинська; буд. 98";Чернігівська область;UA-74;Прилуцький;Прилуцька міська громада;м. Прилуки;вулиця Пирятинська 98;17510;;yes;yes;yes;yes;;yes;;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/017;50.511559;25.614282;"Рівненська обл.; Млинівський р-н; смт. Млинів; вул. Поліщука; буд. 14-А";Рівненська область;UA-56;Дубенський;Млинівська селищна громада;с-ще Млинів;вулиця Поліщука 14А;35100;;yes;yes;yes;yes;;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/014;50.193971;25.416533;"Рівненська обл.; Радивилівський р-н; с. Ситне; вул. Київська; буд. 22";Рівненська область;UA-56;Дубенський;Крупецька сільська громада;с. Ситне;вулиця Київська 22;35543;;yes;yes;yes;yes;yes;yes;;yes;;;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/111;47.815805;35.062468;"Запорізька обл.; м. Запоріжжя; Хортицький район; вул. Світла; буд. 1/ проспект Преображенського інженера; буд. 1а";Запорізька область;UA-23;Хортицький;Запорізька міська громада;м. Запоріжжя;вулиця Світла 1-А;69097;;yes;yes;yes;yes;;yes;;;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
